125,256,6000,256,16,128,198,199,30,adviser
29,8000,32000,32,8,32,269,253,30,amdahl
29,8000,32000,32,8,32,220,253,30,amdahl
29,8000,32000,32,8,32,172,253,30,amdahl
29,8000,16000,32,8,16,132,132,30,amdahl
26,8000,32000,64,8,32,318,290,30,amdahl
23,16000,32000,64,16,32,367,381,30,amdahl
23,16000,32000,64,16,32,489,381,30,amdahl
23,16000,64000,64,16,32,636,749,30,amdahl
23,32000,64000,128,32,64,1144,1238,30,amdahl
400,1000,3000,0,1,2,38,23,30,apollo
400,512,3500,4,1,6,40,24,30,apollo
60,2000,8000,65,1,8,92,70,30,basf
50,4000,16000,65,1,8,138,117,30,basf
350,64,64,0,1,4,10,15,30,bti
200,512,16000,0,4,32,35,64,30,bti
167,524,2000,8,4,15,19,23,30,burroughs
143,512,5000,0,7,32,28,29,30,burroughs
143,1000,2000,0,5,16,31,22,30,burroughs
110,5000,5000,142,8,64,120,124,30,burroughs
143,1500,6300,0,5,32,30,35,30,burroughs
143,3100,6200,0,5,20,33,39,30,burroughs
143,2300,6200,0,6,64,61,40,30,burroughs
110,3100,6200,0,6,64,76,45,30,burroughs
320,128,6000,0,1,12,23,28,30,c.r.d
320,512,2000,4,1,3,69,21,30,c.r.d
320,256,6000,0,1,6,33,28,30,c.r.d
320,256,3000,4,1,3,27,22,30,c.r.d
320,512,5000,4,1,5,77,28,30,c.r.d
320,256,5000,4,1,6,27,27,30,c.r.d
25,1310,2620,131,12,24,274,102,30,cdc
25,1310,2620,131,12,24,368,102,30,cdc
50,2620,10480,30,12,24,32,74,30,cdc
50,2620,10480,30,12,24,63,74,30,cdc
56,5240,20970,30,12,24,106,138,30,cdc
64,5240,20970,30,12,24,208,136,30,cdc
50,500,2000,8,1,4,20,23,30,cdc
50,1000,4000,8,1,5,29,29,30,cdc
50,2000,8000,8,1,5,71,44,30,cdc
50,1000,4000,8,3,5,26,30,30,cambex
50,1000,8000,8,3,5,36,41,30,cambex
50,2000,16000,8,3,5,40,74,30,cambex
50,2000,16000,8,3,6,52,74,30,cambex
50,2000,16000,8,3,6,60,74,30,cambex
133,1000,12000,9,3,12,72,54,30,dec
133,1000,8000,9,3,12,72,41,30,dec
810,512,512,8,1,1,18,18,30,dec
810,1000,5000,0,1,1,20,28,30,dec
320,512,8000,4,1,5,40,36,30,dec
200,512,8000,8,1,8,62,38,30,dec
700,384,8000,0,1,1,24,34,30,dg
700,256,2000,0,1,1,24,19,30,dg
140,1000,16000,16,1,3,138,72,30,dg
200,1000,8000,0,1,2,36,36,30,dg
110,1000,4000,16,1,2,26,30,30,dg
110,1000,12000,16,1,2,60,56,30,dg
220,1000,8000,16,1,2,71,42,30,dg
800,256,8000,0,1,4,12,34,30,formation
800,256,8000,0,1,4,14,34,30,formation
800,256,8000,0,1,4,20,34,30,formation
800,256,8000,0,1,4,16,34,30,formation
800,256,8000,0,1,4,22,34,30,formation
125,512,1000,0,8,20,36,19,30,four-phase
75,2000,8000,64,1,38,144,75,30,gould
75,2000,16000,64,1,38,144,113,30,gould
75,2000,16000,128,1,38,259,157,30,gould
90,256,1000,0,3,10,17,18,30,hp
105,256,2000,0,3,10,26,20,30,hp
105,1000,4000,0,3,24,32,28,30,hp
105,2000,4000,8,3,19,32,33,30,hp
75,2000,8000,8,3,24,62,47,30,hp
75,3000,8000,8,3,48,64,54,30,hp
175,256,2000,0,3,24,22,20,30,hp
300,768,3000,0,6,24,36,23,30,harris
300,768,3000,6,6,24,44,25,30,harris
300,768,12000,6,6,24,50,52,30,harris
300,768,4500,0,1,24,45,27,30,harris
300,384,12000,6,1,24,53,50,30,harris
300,192,768,6,6,24,36,18,30,harris
180,768,12000,6,1,31,84,53,30,harris
330,1000,3000,0,2,4,16,23,30,honeywell
300,1000,4000,8,3,64,38,30,30,honeywell
300,1000,16000,8,2,112,38,73,30,honeywell
330,1000,2000,0,1,2,16,20,30,honeywell
330,1000,4000,0,3,6,22,25,30,honeywell
140,2000,4000,0,3,6,29,28,30,honeywell
140,2000,4000,0,4,8,40,29,30,honeywell
140,2000,4000,8,1,20,35,32,30,honeywell
140,2000,32000,32,1,20,134,175,30,honeywell
140,2000,8000,32,1,54,66,57,30,honeywell
140,2000,32000,32,1,54,141,181,30,honeywell
140,2000,32000,32,1,54,189,181,30,honeywell
140,2000,4000,8,1,20,22,32,30,honeywell
57,4000,16000,1,6,12,132,82,30,ibm
57,4000,24000,64,12,16,237,171,30,ibm
26,16000,32000,64,16,24,465,361,30,ibm
26,16000,32000,64,8,24,465,350,30,ibm
26,8000,32000,0,8,24,277,220,30,ibm
26,8000,16000,0,8,16,185,113,30,ibm
480,96,512,0,1,1,6,15,30,ibm
203,1000,2000,0,1,5,24,21,30,ibm
115,512,6000,16,1,6,45,35,30,ibm
1100,512,1500,0,1,1,7,18,30,ibm
1100,768,2000,0,1,1,13,20,30,ibm
600,768,2000,0,1,1,16,20,30,ibm
400,2000,4000,0,1,1,32,28,30,ibm
400,4000,8000,0,1,1,32,45,30,ibm
900,1000,1000,0,1,2,11,18,30,ibm
900,512,1000,0,1,2,11,17,30,ibm
900,1000,4000,4,1,2,18,26,30,ibm
900,1000,4000,8,1,2,22,28,30,ibm
900,2000,4000,0,3,6,37,28,30,ibm
225,2000,4000,8,3,6,40,31,30,ibm
225,2000,4000,8,3,6,34,31,30,ibm
180,2000,8000,8,1,6,50,42,30,ibm
185,2000,16000,16,1,6,76,76,30,ibm
180,2000,16000,16,1,6,66,76,30,ibm
225,1000,4000,2,3,6,24,26,30,ibm
25,2000,12000,8,1,4,49,59,30,ibm
25,2000,12000,16,3,5,66,65,30,ibm
17,4000,16000,8,6,12,100,101,30,ibm
17,4000,16000,32,6,12,133,116,30,ibm
1500,768,1000,0,0,0,12,18,30,ibm
1500,768,2000,0,0,0,18,20,30,ibm
800,768,2000,0,0,0,20,20,30,ibm
50,2000,4000,0,3,6,27,30,30,ipl
50,2000,8000,8,3,6,45,44,30,ipl
50,2000,8000,8,1,6,56,44,30,ipl
50,2000,16000,24,1,6,70,82,30,ipl
50,2000,16000,24,1,6,80,82,30,ipl
50,8000,16000,48,1,10,136,128,30,ipl
100,1000,8000,0,2,6,16,37,30,magnuson
100,1000,8000,24,2,6,26,46,30,magnuson
100,1000,8000,24,3,6,32,46,30,magnuson
50,2000,16000,12,3,16,45,80,30,magnuson
50,2000,16000,24,6,16,54,88,30,magnuson
50,2000,16000,24,6,16,65,88,30,magnuson
150,512,4000,0,8,128,30,33,30,microdata
115,2000,8000,16,1,3,50,46,30,nas
115,2000,4000,2,1,5,40,29,30,nas
92,2000,8000,32,1,6,62,53,30,nas
92,2000,8000,32,1,6,60,53,30,nas
92,2000,8000,4,1,6,50,41,30,nas
75,4000,16000,16,1,6,66,86,30,nas
60,4000,16000,32,1,6,86,95,30,nas
60,2000,16000,64,5,8,74,107,30,nas
60,4000,16000,64,5,8,93,117,30,nas
50,4000,16000,64,5,10,111,119,30,nas
72,4000,16000,64,8,16,143,120,30,nas
72,2000,8000,16,6,8,105,48,30,nas
40,8000,16000,32,8,16,214,126,30,nas
40,8000,32000,64,8,24,277,266,30,nas
35,8000,32000,64,8,24,370,270,30,nas
38,16000,32000,128,16,32,510,426,30,nas
48,4000,24000,32,8,24,214,151,30,nas
38,8000,32000,64,8,24,326,267,30,nas
30,16000,32000,256,16,24,510,603,30,nas
112,1000,1000,0,1,4,8,19,30,ncr
84,1000,2000,0,1,6,12,21,30,ncr
56,1000,4000,0,1,6,17,26,30,ncr
56,2000,6000,0,1,8,21,35,30,ncr
56,2000,8000,0,1,8,24,41,30,ncr
56,4000,8000,0,1,8,34,47,30,ncr
56,4000,12000,0,1,8,42,62,30,ncr
56,4000,16000,0,1,8,46,78,30,ncr
38,4000,8000,32,16,32,51,80,30,ncr
38,4000,8000,32,16,32,116,80,30,ncr
38,8000,16000,64,4,8,100,142,30,ncr
38,8000,24000,160,4,8,140,281,30,ncr
38,4000,16000,128,16,32,212,190,30,ncr
200,1000,2000,0,1,2,25,21,30,nixdorf
200,1000,4000,0,1,4,30,25,30,nixdorf
200,2000,8000,64,1,5,41,67,30,nixdorf
250,512,4000,0,1,7,25,24,30,perkin-elmer
250,512,4000,0,4,7,50,24,30,perkin-elmer
250,1000,16000,1,1,8,50,64,30,perkin-elmer
160,512,4000,2,1,5,30,25,30,prime
160,512,2000,2,3,8,32,20,30,prime
160,1000,4000,8,1,14,38,29,30,prime
160,1000,8000,16,1,14,60,43,30,prime
160,2000,8000,32,1,13,109,53,30,prime
240,512,1000,8,1,3,6,19,30,siemens
240,512,2000,8,1,5,11,22,30,siemens
105,2000,4000,8,3,8,22,31,30,siemens
105,2000,6000,16,6,16,33,41,30,siemens
105,2000,8000,16,4,14,58,47,30,siemens
52,4000,16000,32,4,12,130,99,30,siemens
70,4000,12000,8,6,8,75,67,30,siemens
59,4000,12000,32,6,12,113,81,30,siemens
59,8000,16000,64,12,24,188,149,30,siemens
26,8000,24000,32,8,16,173,183,30,siemens
26,8000,32000,64,12,16,248,275,30,siemens
26,8000,32000,128,24,32,405,382,30,siemens
116,2000,8000,32,5,28,70,56,30,sperry
50,2000,32000,24,6,26,114,182,30,sperry
50,2000,32000,48,26,52,208,227,30,sperry
50,2000,32000,112,52,104,307,341,30,sperry
50,4000,32000,112,52,104,397,360,30,sperry
30,8000,64000,96,12,176,915,919,30,sperry
30,8000,64000,128,12,176,1150,978,30,sperry
180,262,4000,0,1,3,12,24,30,sperry
180,512,4000,0,1,3,14,24,30,sperry
180,262,4000,0,1,3,18,24,30,sperry
180,512,4000,0,1,3,21,24,30,sperry
124,1000,8000,0,1,8,42,37,30,sperry
98,1000,8000,32,2,8,46,50,30,sperry
125,2000,8000,0,2,14,52,41,30,sratus
480,512,8000,32,0,0,67,47,30,wang
480,1000,4000,0,0,0,45,25,30,wang